Round,Status,Tenure,Geography,Province,Matric,Degree,Diploma,Schoolquintile,Math,Mathlit,Additional_lang,Home_lang,Science,Female,Sa_citizen,Birthyear,Birthmonth,Target,Year_survey,Age_survey
4,wage employed,1005.0,Suburb,Gauteng,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1992,6,0,2023,31
4,studying,582.0,Urban,KwaZulu-Natal,1.0,1.0,0.0,2.0,70 - 79 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,wage employed,31.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1990,2,1,2022,32
2,wage employed,339.0,Suburb,Western Cape,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,0,1,1995,2,1,2022,27
4,unemployed,122.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,studying,582.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,3,0,2023,24
4,wage employed,92.0,Rural,North West,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,1,0,2023,25
4,studying,582.0,Urban,North West,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,unemployed,1163.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
3,other,582.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
4,wage employed,181.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1998,5,0,2023,25
4,wage employed,153.0,Urban,Limpopo,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,0 - 29 %,1,1,1996,1,0,2023,27
3,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2004,1,0,2022,18
4,wage employed,67.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,1,1,2023,26
4,other,582.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1993,8,1,2023,30
4,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,40 - 49 %,40 - 49 %,70 - 79 %,50 - 59 %,60 - 69 %,1,1,2002,4,0,2023,21
1,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2003,2,0,2021,18
4,unemployed,795.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,0 - 29 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,5,0,2023,22
4,unemployed,1221.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,8,0,2023,22
3,unemployed,186.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,9,0,2022,22
3,unemployed,736.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1995,3,0,2022,27
1,wage employed,0.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,4.0,40 - 49 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1987,9,0,2021,34
2,unemployed,1163.0,Suburb,Gauteng,1.0,1.0,0.0,3.0,50 - 59 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2000,12,0,2022,22
4,unemployed,426.0,Urban,Gauteng,1.0,1.0,0.0,3.0,70 - 79 %,40 - 49 %,60 - 69 %,50 - 59 %,40 - 49 %,1,1,1994,10,1,2023,29
4,unemployed,789.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,4,1,2023,20
4,unemployed,1857.0,Urban,Mpumalanga,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,11,0,2023,26
2,unemployed,800.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,0 - 29 %,1,1,2000,1,1,2022,22
4,unemployed,121.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,1,0,2023,21
4,unemployed,5.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2023,23
4,self employed,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1998,10,0,2023,25
2,studying,582.0,Suburb,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,1,0,2022,19
2,unemployed,89.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
2,wage employed,148.0,Suburb,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
3,other,582.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2002,9,1,2022,20
3,studying,582.0,Urban,Gauteng,0.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,9,0,2022,20
2,self employed,609.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1998,3,1,2022,24
4,unemployed,36.0,Rural,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,8,0,2023,22
2,unemployed,1173.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,other,582.0,Suburb,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,70 - 79 %,30 - 39 %,0,1,2001,9,0,2023,22
2,studying,582.0,Urban,Eastern Cape,1.0,0.0,1.0,2.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,5,1,2022,26
1,wage employed,0.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1998,9,0,2021,23
4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,9,0,2023,21
4,unemployed,767.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,1,0,2023,22
4,other,582.0,Urban,Western Cape,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,12,0,2023,22
2,unemployed,72.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
3,self employed,217.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,4,1,2022,23
4,unemployed,245.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,1997,12,0,2023,26
3,self employed,35.0,Rural,Limpopo,1.0,0.0,0.0,1.0,0 - 29 %,80 - 100 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2002,12,1,2022,20
4,wage employed,1132.0,Urban,Eastern Cape,1.0,0.0,0.0,5.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,0 - 29 %,0,1,1997,3,1,2023,26
4,wage employed,5.0,Rural,Western Cape,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1997,4,1,2023,26
2,unemployed,789.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,1,2022,22
4,wage employed,151.0,Urban,Gauteng,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,12,0,2023,30
2,wage employed,2061.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
1,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1994,7,0,2021,27
4,studying,582.0,Urban,Gauteng,1.0,0.0,1.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,9,0,2023,24
4,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,5,0,2023,23
2,wage employed,666.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,30 - 39 %,50 - 59 %,30 - 39 %,1,1,1991,1,1,2022,31
3,wage employed,582.0,Urban,Western Cape,1.0,0.0,0.0,4.0,0 - 29 %,50 - 59 %,50 - 59 %,60 - 69 %,30 - 39 %,0,1,1993,2,0,2022,29
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2002,12,0,2023,21
3,wage employed,582.0,Urban,Western Cape,1.0,0.0,0.0,2.0,30 - 39 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,1994,9,0,2022,28
2,unemployed,36.0,Suburb,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2002,7,0,2022,20
4,unemployed,707.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,0 - 29 %,1,1,1993,5,0,2023,30
2,unemployed,801.0,Urban,Gauteng,0.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
2,studying,582.0,Urban,North West,1.0,0.0,1.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1991,6,1,2022,31
4,unemployed,2470.0,Urban,Northern Cape,0.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1989,9,0,2023,34
3,other,582.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,9,1,2022,21
4,unemployed,401.0,Urban,Free State,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1997,4,0,2023,26
3,other,582.0,Urban,Gauteng,1.0,0.0,1.0,5.0,50 - 59 %,40 - 49 %,50 - 59 %,60 - 69 %,40 - 49 %,1,1,1997,11,1,2022,25
4,unemployed,1617.0,Urban,Northern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,5,0,2023,24
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,4.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
1,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,4.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,2002,4,0,2021,19
2,wage employed,637.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,8,1,2022,23
4,unemployed,1407.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1994,5,0,2023,29
2,unemployed,444.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,unemployed,365.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,70 - 79 %,40 - 49 %,60 - 69 %,50 - 59 %,80 - 100 %,1,1,2002,7,0,2023,21
4,wage employed,273.0,Urban,Mpumalanga,1.0,0.0,0.0,4.0,40 - 49 %,40 - 49 %,50 - 59 %,60 - 69 %,30 - 39 %,1,1,1999,9,0,2023,24
1,wage employed,0.0,Urban,Free State,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1993,5,0,2021,28
2,unemployed,803.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,unemployed,401.0,Suburb,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,unemployed,432.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,40 - 49 %,50 - 59 %,30 - 39 %,0,1,1996,1,0,2023,27
4,studying,582.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,10,1,2023,22
4,unemployed,36.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2003,1,0,2023,20
3,studying,582.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,12,0,2022,24
4,wage employed,582.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1990,11,0,2023,33
2,studying,582.0,Urban,Eastern Cape,1.0,0.0,0.0,1.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
2,unemployed,59.0,Rural,North West,1.0,1.0,0.0,3.0,0 - 29 %,50 - 59 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,2001,8,0,2022,21
3,other,582.0,Rural,KwaZulu-Natal,1.0,0.0,1.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,2,1,2022,25
4,unemployed,730.0,Urban,Gauteng,1.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2003,2,0,2023,20
4,unemployed,1042.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1992,7,0,2023,31
2,unemployed,1194.0,Urban,Limpopo,1.0,0.0,0.0,1.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,0 - 29 %,1,1,2000,1,0,2022,22
2,wage employed,122.0,Rural,North West,1.0,0.0,0.0,3.0,0 - 29 %,70 - 79 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,1,0,2022,22
2,wage employed,43.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,40 - 49 %,1,1,2000,1,1,2022,22
3,studying,582.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,0 - 29 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,1,0,2022,19
4,studying,582.0,Urban,Limpopo,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,70 - 79 %,50 - 59 %,40 - 49 %,1,1,2000,8,1,2023,23
4,unemployed,767.0,Urban,Gauteng,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,9,0,2023,24
4,wage employed,184.0,Urban,Limpopo,1.0,1.0,0.0,1.0,50 - 59 %,40 - 49 %,60 - 69 %,50 - 59 %,50 - 59 %,0,1,1996,9,0,2023,27
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,40 - 49 %,50 - 59 %,40 - 49 %,0,1,1988,1,1,2022,34
3,unemployed,186.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,8,0,2022,23
4,wage employed,640.0,Urban,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,9,0,2023,32
4,unemployed,334.0,Urban,Mpumalanga,1.0,0.0,0.0,5.0,0 - 29 %,30 - 39 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,2001,2,0,2023,22
2,unemployed,1006.0,Suburb,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
3,unemployed,127.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1991,8,0,2022,31
3,other,582.0,Urban,Free State,1.0,0.0,0.0,5.0,0 - 29 %,60 - 69 %,50 - 59 %,40 - 49 %,30 - 39 %,0,1,1999,1,1,2022,23
4,wage employed,273.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
2,self employed,293.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2022,22
4,unemployed,5.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1999,8,0,2023,24
2,unemployed,644.0,Urban,Free State,1.0,0.0,0.0,3.0,0 - 29 %,0 - 29 %,50 - 59 %,60 - 69 %,30 - 39 %,1,1,1997,7,0,2022,25
4,wage employed,273.0,Urban,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
4,unemployed,36.0,Rural,Free State,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2023,23
3,unemployed,1374.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,50 - 59 %,1,1,1979,3,0,2022,43
4,studying,582.0,Suburb,Eastern Cape,1.0,0.0,0.0,3.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,4,0,2023,25
4,wage employed,823.0,Urban,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,60 - 69 %,70 - 79 %,50 - 59 %,30 - 39 %,0,1,1991,3,1,2023,32
4,unemployed,1160.0,Urban,Gauteng,1.0,0.0,0.0,4.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1991,3,0,2023,32
4,wage employed,214.0,Urban,Northern Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1995,6,0,2023,28
1,studying,582.0,Urban,Northern Cape,1.0,0.0,0.0,1.0,50 - 59 %,40 - 49 %,60 - 69 %,50 - 59 %,70 - 79 %,1,1,2001,3,0,2021,20
1,studying,582.0,Urban,KwaZulu-Natal,0.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1994,6,0,2021,27
4,self employed,735.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,2,1,2023,23
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,12,0,2023,27
4,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,10,0,2023,23
4,unemployed,1826.0,Suburb,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1997,12,0,2023,26
4,studying,582.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2004,3,0,2023,19
2,wage employed,161.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,60 - 69 %,50 - 59 %,30 - 39 %,1,1,2000,1,0,2022,22
4,self employed,2593.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,30 - 39 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2001,12,1,2023,22
4,unemployed,1857.0,Suburb,Free State,0.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1997,4,1,2023,26
4,unemployed,128.0,Urban,Mpumalanga,1.0,0.0,0.0,3.0,0 - 29 %,50 - 59 %,50 - 59 %,60 - 69 %,30 - 39 %,0,1,1998,2,0,2023,25
3,studying,582.0,Rural,Mpumalanga,1.0,0.0,1.0,2.0,40 - 49 %,40 - 49 %,60 - 69 %,50 - 59 %,30 - 39 %,0,1,1996,8,0,2022,26
4,unemployed,1160.0,Urban,Western Cape,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,2,0,2023,23
2,studying,582.0,Urban,Gauteng,1.0,0.0,0.0,2.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,7,1,2022,24
2,unemployed,1160.0,Rural,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1999,3,0,2022,23
4,unemployed,67.0,Urban,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,50 - 59 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,2,0,2023,20
3,studying,582.0,Urban,Eastern Cape,0.0,0.0,0.0,1.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2001,9,0,2022,21
4,wage employed,365.0,Urban,Gauteng,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,50 - 59 %,0,1,1995,6,0,2023,28
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,60 - 69 %,50 - 59 %,60 - 69 %,0,1,1993,5,1,2022,29
3,unemployed,1374.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1990,6,0,2022,32
4,other,582.0,Urban,Gauteng,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,40 - 49 %,30 - 39 %,1,1,2000,1,0,2023,23
3,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1998,2,0,2022,24
4,unemployed,767.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2000,5,0,2023,23
4,unemployed,36.0,Urban,Western Cape,1.0,0.0,0.0,0.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2003,6,0,2023,20
4,wage employed,182.0,Urban,Gauteng,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,1993,8,0,2023,30
1,studying,582.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,5.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,1996,9,0,2021,25
4,unemployed,36.0,Urban,KwaZulu-Natal,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,6,0,2023,20
4,studying,582.0,Urban,Free State,1.0,0.0,0.0,3.0,40 - 49 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2002,11,1,2023,21
3,studying,582.0,Rural,Limpopo,1.0,0.0,0.0,2.0,0 - 29 %,60 - 69 %,50 - 59 %,50 - 59 %,30 - 39 %,0,1,2003,10,0,2022,19
4,studying,582.0,Suburb,KwaZulu-Natal,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,50 - 59 %,50 - 59 %,40 - 49 %,1,1,2000,1,0,2023,23
3,other,582.0,Urban,Gauteng,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,70 - 79 %,50 - 59 %,30 - 39 %,1,1,1988,7,1,2022,34
4,unemployed,365.0,Suburb,Limpopo,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,50 - 59 %,50 - 59 %,30 - 39 %,1,1,2000,1,1,2023,23
4,unemployed,643.0,Urban,North West,1.0,0.0,0.0,3.0,0 - 29 %,40 - 49 %,40 - 49 %,50 - 59 %,30 - 39 %,1,1,1995,9,0,2023,28
4,unemployed,334.0,Rural,Mpumalanga,1.0,0.0,0.0,3.0,30 - 39 %,40 - 49 %,70 - 79 %,50 - 59 %,0 - 29 %,0,1,2002,8,0,2023,21
